"region","Name","sector","year","Difference","Rel_Dif"
"China","Policy","biomass",1990,0,NA
"China","Policy","biomass",2005,0,NA
"China","Policy","biomass",2010,0,NA
"China","Policy","biomass",2015,0,NA
"China","Policy","biomass",2020,-1.14809008999739e-06,-0.0014746864189438
"China","Policy","biomass",2025,0.02370936370637,29.5090377859041
"China","Policy","biomass",2030,0.06766502276128,61.0321272553558
"China","Policy","biomass",2035,0.38119757939625,251.121193191976
"China","Policy","biomass",2040,0.78831685022928,334.481518520642
"China","Policy","biomass",2045,1.08340771290524,231.202971044418
"China","Policy","biomass",2050,1.3543813703809,179.382530867095
"China","Policy","biomass",2055,1.65602445725508,157.647963135336
"China","Policy","biomass",2060,2.03987260251202,152.874615009987
"China","Policy","biomass",2065,2.04692507985806,124.168569639726
"China","Policy","biomass",2070,1.89630999416541,94.5901466296264
"China","Policy","biomass",2075,1.68033464665484,69.130155565521
"China","Policy","biomass",2080,1.42436805884158,49.010179351786
"China","Policy","biomass",2085,1.12650657099059,33.1820242242967
"China","Policy","biomass",2090,0.76296499073799,19.4307162664862
"China","Policy","biomass",2095,0.438496912760881,9.72071738667823
"China","Policy","biomass",2100,0.10304714444057,1.98258675476769
"China","Policy","nuclearFuelGenIII",1990,0,NA
"China","Policy","nuclearFuelGenIII",2005,0,NA
"China","Policy","nuclearFuelGenIII",2010,0,NA
"China","Policy","nuclearFuelGenIII",2015,0,NA
"China","Policy","nuclearFuelGenIII",2020,0,0
"China","Policy","nuclearFuelGenIII",2025,-7.54999999999992e-05,-0.158132735151753
"China","Policy","nuclearFuelGenIII",2030,-0.000176999999999997,-0.221679504039071
"China","Policy","nuclearFuelGenIII",2035,0.153828,131.786678089527
"China","Policy","nuclearFuelGenIII",2040,0.248909,152.290081006339
"China","Policy","nuclearFuelGenIII",2045,0.337378,147.687148979386
"China","Policy","nuclearFuelGenIII",2050,0.39667,135.988865005331
"China","Policy","nuclearFuelGenIII",2055,0.414254,114.208912758191
"China","Policy","nuclearFuelGenIII",2060,0.419358,97.2907135366884
"China","Policy","nuclearFuelGenIII",2065,0.440223,89.244039896205
"China","Policy","nuclearFuelGenIII",2070,0.424074,76.7759023667836
"China","Policy","nuclearFuelGenIII",2075,0.404124,66.5491983611524
"China","Policy","nuclearFuelGenIII",2080,0.385031,61.0744429586837
"China","Policy","nuclearFuelGenIII",2085,0.359437,55.6487584048998
"China","Policy","nuclearFuelGenIII",2090,0.337623,51.9133278696843
"China","Policy","nuclearFuelGenIII",2095,0.207521,32.2182046262213
"China","Policy","nuclearFuelGenIII",2100,0.119519,19.0837732282057
"China","Policy","regional coal",1990,0,0
"China","Policy","regional coal",2005,0,0
"China","Policy","regional coal",2010,0,0
"China","Policy","regional coal",2015,0,0
"China","Policy","regional coal",2020,-2.00000000005751e-06,-0.00017132543352252
"China","Policy","regional coal",2025,0.00176299999999996,0.140737470732909
"China","Policy","regional coal",2030,0.00161199999999995,0.125970961036521
"China","Policy","regional coal",2035,-0.325367,-26.8808818220047
"China","Policy","regional coal",2040,-0.436882,-39.3956855032513
"China","Policy","regional coal",2045,-0.5057377,-51.0288967299343
"China","Policy","regional coal",2050,-0.4928124,-57.0945755725244
"China","Policy","regional coal",2055,-0.3977018,-54.1953585980404
"China","Policy","regional coal",2060,-0.2846822,-46.2031670705166
"China","Policy","regional coal",2065,-0.1464364,-28.3985749941336
"China","Policy","regional coal",2070,-0.051069,-11.901893106928
"China","Policy","regional coal",2075,0.019514,5.44555975074438
"China","Policy","regional coal",2080,0.068004,22.6446005794013
"China","Policy","regional coal",2085,0.0971262,37.780417674132
"China","Policy","regional coal",2090,0.1174283,51.897262880258
"China","Policy","regional coal",2095,0.0888676,42.9894823611137
"China","Policy","regional coal",2100,0.0596251,30.4646146111368
"China","Policy","regional natural gas",1990,0,0
"China","Policy","regional natural gas",2005,0,0
"China","Policy","regional natural gas",2010,0,0
"China","Policy","regional natural gas",2015,0,0
"China","Policy","regional natural gas",2020,1.99999999986886e-10,8.73213350850951e-05
"China","Policy","regional natural gas",2025,1.54430000000002e-06,0.593160315758106
"China","Policy","regional natural gas",2030,5.512e-06,1.87388661490134
"China","Policy","regional natural gas",2035,1.6052e-05,4.91453449389664
"China","Policy","regional natural gas",2040,1.9371e-05,5.44840873613006
"China","Policy","regional natural gas",2045,9.16999999999964e-07,0.225809787881615
"China","Policy","regional natural gas",2050,-2.54900000000002e-06,-0.569519851643323
"China","Policy","regional natural gas",2055,5.8147e-05,12.1472874532833
"China","Policy","regional natural gas",2060,0.000173191,34.737270696025
"China","Policy","regional natural gas",2065,0.000220395,43.4027846156876
"China","Policy","regional natural gas",2070,0.000241024,47.2115631347707
"China","Policy","regional natural gas",2075,0.00024298,47.2993360028187
"China","Policy","regional natural gas",2080,0.000224565,43.3385118639816
"China","Policy","regional natural gas",2085,0.000210911,40.8499998063164
"China","Policy","regional natural gas",2090,0.000198702,39.1170309940784
"China","Policy","regional natural gas",2095,0.000207014,42.2684580202548
"China","Policy","regional natural gas",2100,0.000214212,45.4635558489132
"China","Policy","regional oil",1990,0,0
"China","Policy","regional oil",2005,0,0
"China","Policy","regional oil",2010,0,0
"China","Policy","regional oil",2015,0,0
"China","Policy","regional oil",2020,9.99999999962142e-06,0.000242044599128674
"China","Policy","regional oil",2025,0.00137000000000054,0.0299235093942463
"China","Policy","regional oil",2030,0.0223400000000007,0.463793389802373
"China","Policy","regional oil",2035,0.0203800000000003,0.405446269416863
"China","Policy","regional oil",2040,-0.0654300000000001,-1.27488192290306
"China","Policy","regional oil",2045,-0.21712,-4.25769736855007
"China","Policy","regional oil",2050,-0.501749999999999,-10.0852446890408
"China","Policy","regional oil",2055,-0.825044,-17.0587347435847
"China","Policy","regional oil",2060,-1.072781,-22.7395881026267
"China","Policy","regional oil",2065,-0.94994,-20.6965820159308
"China","Policy","regional oil",2070,-0.79518,-17.7919285440995
"China","Policy","regional oil",2075,-0.66986,-15.5519543837817
"China","Policy","regional oil",2080,-0.527769999999999,-12.7568803569616
"China","Policy","regional oil",2085,-0.34335,-8.71727688874333
"China","Policy","regional oil",2090,-0.12497,-3.34859767256786
"China","Policy","regional oil",2095,0.0728599999999999,2.06869333878473
"China","Policy","regional oil",2100,0.21713,6.54508734118073
"Global","Policy","biomass",1990,0,NA
"Global","Policy","biomass",2005,0,NA
"Global","Policy","biomass",2010,0,NA
"Global","Policy","biomass",2015,0,NA
"Global","Policy","biomass",2020,-5.77459250017398e-06,-0.000174280614283345
"Global","Policy","biomass",2025,1.28224345012468,39.4899009279376
"Global","Policy","biomass",2030,3.71923765011346,87.1907014845805
"Global","Policy","biomass",2035,13.4988637803822,229.766822481772
"Global","Policy","biomass",2040,24.3640233373337,263.027178843603
"Global","Policy","biomass",2045,30.9733915046224,193.392522403779
"Global","Policy","biomass",2050,34.1026508292241,145.019626203581
"Global","Policy","biomass",2055,31.5310709948034,107.581717631586
"Global","Policy","biomass",2060,29.8384218606291,87.0701275284475
"Global","Policy","biomass",2065,25.2326435468152,63.8781489124712
"Global","Policy","biomass",2070,20.4436460947337,44.9567178525762
"Global","Policy","biomass",2075,15.1868971140676,28.7629045954985
"Global","Policy","biomass",2080,10.3990091352388,17.1497307544556
"Global","Policy","biomass",2085,6.32264266818601,9.33999794079561
"Global","Policy","biomass",2090,2.48828979429101,3.32929993942508
"Global","Policy","biomass",2095,-1.4420834889012,-1.75989267314867
"Global","Policy","biomass",2100,-5.3813058385203,-5.98708466998376
"Global","Policy","nuclearFuelGenIII",1990,0,NA
"Global","Policy","nuclearFuelGenIII",2005,0,NA
"Global","Policy","nuclearFuelGenIII",2010,0,NA
"Global","Policy","nuclearFuelGenIII",2015,0,NA
"Global","Policy","nuclearFuelGenIII",2020,4.04626462000013e-05,0.0182548603763765
"Global","Policy","nuclearFuelGenIII",2025,0.034982020481,9.03363909238508
"Global","Policy","nuclearFuelGenIII",2030,0.106264818172,21.0823093382004
"Global","Policy","nuclearFuelGenIII",2035,0.360464968234,55.9209146290335
"Global","Policy","nuclearFuelGenIII",2040,0.541299583472,67.826483954842
"Global","Policy","nuclearFuelGenIII",2045,0.697627318511,69.5882606039811
"Global","Policy","nuclearFuelGenIII",2050,0.812974734,66.2262967604587
"Global","Policy","nuclearFuelGenIII",2055,0.8773087514,60.5369803767702
"Global","Policy","nuclearFuelGenIII",2060,0.938263875,56.8272793410977
"Global","Policy","nuclearFuelGenIII",2065,1.004355485,53.9171917508669
"Global","Policy","nuclearFuelGenIII",2070,1.017018987,49.1393271281292
"Global","Policy","nuclearFuelGenIII",2075,1.019768698,44.8969040629906
"Global","Policy","nuclearFuelGenIII",2080,1.021045337,45.2353568842668
"Global","Policy","nuclearFuelGenIII",2085,0.982247309,42.9808856080818
"Global","Policy","nuclearFuelGenIII",2090,0.922826607,39.5733067077897
"Global","Policy","nuclearFuelGenIII",2095,0.73467973,31.230857327754
"Global","Policy","nuclearFuelGenIII",2100,0.594166717,25.1813060770854
"Global","Policy","regional coal",1990,0,0
"Global","Policy","regional coal",2005,0,0
"Global","Policy","regional coal",2010,0,0
"Global","Policy","regional coal",2015,0,0
"Global","Policy","regional coal",2020,8.63470000012079e-06,0.000437795474401216
"Global","Policy","regional coal",2025,-0.10363465338,-4.80185998796219
"Global","Policy","regional coal",2030,-0.20483867783,-8.96889118437675
"Global","Policy","regional coal",2035,-0.6613711022,-29.5403678761451
"Global","Policy","regional coal",2040,-0.86105427658,-39.7255316614413
"Global","Policy","regional coal",2045,-0.97720925009,-47.2557986755799
"Global","Policy","regional coal",2050,-0.97599180667,-50.0940936819205
"Global","Policy","regional coal",2055,-0.87889092247,-48.5386380173445
"Global","Policy","regional coal",2060,-0.76142311726,-45.260039188785
"Global","Policy","regional coal",2065,-0.6335194778,-39.8069597070741
"Global","Policy","regional coal",2070,-0.5428867961,-36.0027684482531
"Global","Policy","regional coal",2075,-0.4752709819,-32.9917450755845
"Global","Policy","regional coal",2080,-0.4000940383,-29.2016887436567
"Global","Policy","regional coal",2085,-0.33400425348,-25.8448503002855
"Global","Policy","regional coal",2090,-0.27658708607,-22.5539935582978
"Global","Policy","regional coal",2095,-0.282245527,-24.1500113444005
"Global","Policy","regional coal",2100,-0.28885347653,-25.8570887960002
"Global","Policy","regional natural gas",1990,0,0
"Global","Policy","regional natural gas",2005,0,0
"Global","Policy","regional natural gas",2010,0,0
"Global","Policy","regional natural gas",2015,0,0
"Global","Policy","regional natural gas",2020,-1.38730000000774e-08,-0.000479179042985887
"Global","Policy","regional natural gas",2025,-7.85444610000002e-05,-2.53089912391948
"Global","Policy","regional natural gas",2030,-0.00020032946,-5.83842758399788
"Global","Policy","regional natural gas",2035,-0.000362604774,-9.98907385740085
"Global","Policy","regional natural gas",2040,-0.000459313511,-11.8702397967063
"Global","Policy","regional natural gas",2045,-0.0003369518,-7.9238082239623
"Global","Policy","regional natural gas",2050,-2.93829799999975e-06,-0.0636619072699414
"Global","Policy","regional natural gas",2055,0.000289891951999999,5.90195995622237
"Global","Policy","regional natural gas",2060,0.00059571952,11.5754884578994
"Global","Policy","regional natural gas",2065,0.000779544839,14.716011748483
"Global","Policy","regional natural gas",2070,0.000909103003,16.8003201796698
"Global","Policy","regional natural gas",2075,0.000961794629,17.1457181365638
"Global","Policy","regional natural gas",2080,0.000932529801,15.9176743510459
"Global","Policy","regional natural gas",2085,0.000919685125,15.0711521312924
"Global","Policy","regional natural gas",2090,0.00091915068,14.5537292203373
"Global","Policy","regional natural gas",2095,0.00095492503,14.7380358182389
"Global","Policy","regional natural gas",2100,0.00099571928,15.0109773693146
"Global","Policy","regional oil",1990,0,0
"Global","Policy","regional oil",2005,0,0
"Global","Policy","regional oil",2010,0,0
"Global","Policy","regional oil",2015,0,0
"Global","Policy","regional oil",2020,-3.21400000018457e-05,-0.000131763923719899
"Global","Policy","regional oil",2025,-0.154185139999999,-0.601192653156931
"Global","Policy","regional oil",2030,-0.331099179999999,-1.27750980107387
"Global","Policy","regional oil",2035,-0.942884969999998,-3.60991962689627
"Global","Policy","regional oil",2040,-1.47072648,-5.65308033470806
"Global","Policy","regional oil",2045,-1.87156975,-7.28569822285132
"Global","Policy","regional oil",2050,-1.97474151,-7.76207653586826
"Global","Policy","regional oil",2055,-2.0681198,-8.06060215500023
"Global","Policy","regional oil",2060,-2.30641824,-8.82870698161851
"Global","Policy","regional oil",2065,-1.884932621,-7.11134857449064
"Global","Policy","regional oil",2070,-1.2674604,-4.71787253619696
"Global","Policy","regional oil",2075,-0.620823523000002,-2.31181330669022
"Global","Policy","regional oil",2080,-0.113765434999998,-0.424488655092132
"Global","Policy","regional oil",2085,0.372951545999999,1.40318661886123
"Global","Policy","regional oil",2090,0.882673089299999,3.34885562801837
"Global","Policy","regional oil",2095,1.3543283021,5.1655259647329
"Global","Policy","regional oil",2100,1.8632477501,7.13604297950686
"Taiwan","Policy","nuclearFuelGenIII",1990,0,NA
"Taiwan","Policy","nuclearFuelGenIII",2005,0,NA
"Taiwan","Policy","nuclearFuelGenIII",2010,0,NA
"Taiwan","Policy","nuclearFuelGenIII",2015,0,NA
"Taiwan","Policy","nuclearFuelGenIII",2020,0,0
"Taiwan","Policy","nuclearFuelGenIII",2025,-4.52499999999996e-06,-0.959477196248595
"Taiwan","Policy","nuclearFuelGenIII",2030,-2.68299999999996e-06,-0.369879179234925
"Taiwan","Policy","nuclearFuelGenIII",2035,0.00104498,97.9371877899511
"Taiwan","Policy","nuclearFuelGenIII",2040,0.00229698,152.720672322545
"Taiwan","Policy","nuclearFuelGenIII",2045,0.00427079,206.309387514552
"Taiwan","Policy","nuclearFuelGenIII",2050,0.00661378,240.627092004541
"Taiwan","Policy","nuclearFuelGenIII",2055,0.00827861,238.240922734245
"Taiwan","Policy","nuclearFuelGenIII",2060,0.00968471,222.873205857242
"Taiwan","Policy","nuclearFuelGenIII",2065,0.0087045,148.03823194272
"Taiwan","Policy","nuclearFuelGenIII",2070,0.0084767,117.570285302154
"Taiwan","Policy","nuclearFuelGenIII",2075,0.00858304,101.288432898349
"Taiwan","Policy","nuclearFuelGenIII",2080,0.00889655,93.4084740690966
"Taiwan","Policy","nuclearFuelGenIII",2085,0.0092367,88.7700380578941
"Taiwan","Policy","nuclearFuelGenIII",2090,0.0096154,84.8450087797475
"Taiwan","Policy","nuclearFuelGenIII",2095,0.0082069,66.5512459758184
"Taiwan","Policy","nuclearFuelGenIII",2100,0.0069618,53.1508146157487
"Taiwan","Policy","regional coal",1990,0,0
"Taiwan","Policy","regional coal",2005,0,0
"Taiwan","Policy","regional coal",2010,0,0
"Taiwan","Policy","regional coal",2015,0,0
"Taiwan","Policy","regional coal",2020,-9.80000000004588e-08,-0.000411238907566749
"Taiwan","Policy","regional coal",2025,0.000118525000000001,0.459339831097813
"Taiwan","Policy","regional coal",2030,0.000133072000000001,0.507012629480691
"Taiwan","Policy","regional coal",2035,-0.005202982,-20.4596440284884
"Taiwan","Policy","regional coal",2040,-0.008382687,-34.6950098327583
"Taiwan","Policy","regional coal",2045,-0.012827342,-56.8271954849921
"Taiwan","Policy","regional coal",2050,-0.015749204,-76.1691233458072
"Taiwan","Policy","regional coal",2055,-0.014923162,-81.1229847628737
"Taiwan","Policy","regional coal",2060,-0.012601142,-79.2864538660095
"Taiwan","Policy","regional coal",2065,-0.009574581,-69.748302146404
"Taiwan","Policy","regional coal",2070,-0.006555151,-58.0570116463845
"Taiwan","Policy","regional coal",2075,-0.003996912,-44.5654339672795
"Taiwan","Policy","regional coal",2080,-0.001426425,-23.4135558567005
"Taiwan","Policy","regional coal",2085,-7.14260000000003e-05,-1.57943152317647
"Taiwan","Policy","regional coal",2090,0.001102059,32.1280891748712
"Taiwan","Policy","regional coal",2095,0.001517513,54.591256192502
"Taiwan","Policy","regional coal",2100,0.00178918,71.9760817250637
"Taiwan","Policy","regional natural gas",1990,0,0
"Taiwan","Policy","regional natural gas",2005,0,0
"Taiwan","Policy","regional natural gas",2010,0,0
"Taiwan","Policy","regional natural gas",2015,0,0
"Taiwan","Policy","regional natural gas",2020,0,0
"Taiwan","Policy","regional natural gas",2025,-9.90479999999982e-08,-0.323637358732539
"Taiwan","Policy","regional natural gas",2030,5.53599999999696e-09,0.0167466736783187
"Taiwan","Policy","regional natural gas",2035,5.91529999999998e-07,1.69666684258713
"Taiwan","Policy","regional natural gas",2040,7.21019999999997e-07,1.98780935975842
"Taiwan","Policy","regional natural gas",2045,5.61100000000017e-08,0.146807185729017
"Taiwan","Policy","regional natural gas",2050,-2.43767e-06,-6.09470371554732
"Taiwan","Policy","regional natural gas",2055,-2.55714e-06,-6.2198087020989
"Taiwan","Policy","regional natural gas",2060,3.1314e-06,7.66657240753729
"Taiwan","Policy","regional natural gas",2065,-4.01008e-06,-11.201866456303
"Taiwan","Policy","regional natural gas",2070,-3.47735e-06,-10.3363201707387
"Taiwan","Policy","regional natural gas",2075,-2.83402e-06,-8.75346205629543
"Taiwan","Policy","regional natural gas",2080,-3.32543e-06,-10.5485220021646
"Taiwan","Policy","regional natural gas",2085,-2.83623e-06,-9.33899686365544
"Taiwan","Policy","regional natural gas",2090,9.12338e-06,31.5595285535594
"Taiwan","Policy","regional natural gas",2095,1.214645e-05,44.6694177340506
"Taiwan","Policy","regional natural gas",2100,1.350781e-05,53.0109072613956
"Taiwan","Policy","regional oil",1990,0,0
"Taiwan","Policy","regional oil",2005,0,0
"Taiwan","Policy","regional oil",2010,0,0
"Taiwan","Policy","regional oil",2015,0,0
"Taiwan","Policy","regional oil",2020,0,0
"Taiwan","Policy","regional oil",2025,-0.000200069999999997,-0.0705520746566265
"Taiwan","Policy","regional oil",2030,0.000278040000000035,0.0997536224729495
"Taiwan","Policy","regional oil",2035,-0.00289123000000002,-1.06993455156287
"Taiwan","Policy","regional oil",2040,-0.00476136999999999,-1.84817303020579
"Taiwan","Policy","regional oil",2045,-0.00991589000000001,-4.13037139598605
"Taiwan","Policy","regional oil",2050,-0.02006732,-9.05784847323725
"Taiwan","Policy","regional oil",2055,-0.02994041,-14.3901509657082
"Taiwan","Policy","regional oil",2060,-0.03534051,-17.7816875010629
"Taiwan","Policy","regional oil",2065,-0.03237985,-16.8406073339885
"Taiwan","Policy","regional oil",2070,-0.02478272,-13.3863536080123
"Taiwan","Policy","regional oil",2075,-0.01773181,-10.1744566186921
"Taiwan","Policy","regional oil",2080,-0.01017668,-6.29294535366358
"Taiwan","Policy","regional oil",2085,-0.00270336999999998,-1.81805538546543
"Taiwan","Policy","regional oil",2090,0.00477959,3.47899894645711
"Taiwan","Policy","regional oil",2095,0.01031866,8.10749100595916
"Taiwan","Policy","regional oil",2100,0.0162946,13.9521175887135
"China","Policy_NoDAC","biomass",1990,0,NA
"China","Policy_NoDAC","biomass",2005,0,NA
"China","Policy_NoDAC","biomass",2010,0,NA
"China","Policy_NoDAC","biomass",2015,0,NA
"China","Policy_NoDAC","biomass",2020,-7.64790059989973e-07,-0.000982349316169948
"China","Policy_NoDAC","biomass",2025,0.02371583477688,29.5170917795313
"China","Policy_NoDAC","biomass",2030,0.06778341929051,61.138917909429
"China","Policy_NoDAC","biomass",2035,0.38747508856206,255.256622368858
"China","Policy_NoDAC","biomass",2040,0.87171673318673,369.86794910111
