region,Name,sector,subsector,technology,year,Difference,Rel_Dif
China,NoDAC,electricity,coal,coal (conv pul),2010,0,0
China,NoDAC,electricity,coal,coal (conv pul),2015,0,0
China,NoDAC,electricity,coal,coal (conv pul),2020,1.01E-05,1.04E-05
China,NoDAC,electricity,coal,coal (conv pul),2025,-1.00E-05,-9.83E-06
China,NoDAC,electricity,coal,coal (conv pul),2030,-7.54E-05,-7.30E-05
China,NoDAC,electricity,coal,coal (conv pul),2035,-0.0359235,-0.046934953
China,NoDAC,electricity,coal,coal (conv pul),2040,-0.42177779,-0.940011359
China,NoDAC,electricity,coal,coal (conv pul),2045,-1.93354235,-10.17069834
China,NoDAC,electricity,coal,coal (conv pul),2050,-4.258458474,-73.71909529
China,NoDAC,electricity,coal,coal (conv pul),2055,-2.070644834,-96.77801706
China,NoDAC,electricity,coal,coal (conv pul),2060,-1.12861085,-99.24124416
China,NoDAC,electricity,coal,coal (conv pul),2065,-1.845478326,-99.67346754
China,NoDAC,electricity,coal,coal (conv pul),2070,-1.936873534,-99.68244764
China,NoDAC,electricity,coal,coal (conv pul),2075,-1.678723073,-99.66306277
China,NoDAC,electricity,coal,coal (conv pul),2080,-0.934738102,-99.68278064
China,NoDAC,electricity,coal,coal (conv pul),2085,-0.406428016,-99.7381616
China,NoDAC,electricity,coal,coal (conv pul),2090,-0.117346064,-99.80210287
China,NoDAC,electricity,coal,coal (conv pul),2095,-0.041368836,-99.88676887
China,NoDAC,electricity,coal,coal (conv pul),2100,-0.019818474,-99.9405083
China,NoDAC,electricity,coal,coal (IGCC),1990,0,NA
China,NoDAC,electricity,coal,coal (IGCC),2005,0,NA
China,NoDAC,electricity,coal,coal (IGCC),2010,0,NA
China,NoDAC,electricity,coal,coal (IGCC),2015,0,NA
China,NoDAC,electricity,coal,coal (IGCC),2020,0,NA
China,NoDAC,electricity,coal,coal (IGCC),2025,0,0
China,NoDAC,electricity,coal,coal (IGCC),2030,-2.22E-05,-0.000729563
China,NoDAC,electricity,coal,coal (IGCC),2035,-0.0011709,-0.030126384
China,NoDAC,electricity,coal,coal (IGCC),2040,-0.01738497,-0.517864545
China,NoDAC,electricity,coal,coal (IGCC),2045,-0.16401458,-7.819076886
China,NoDAC,electricity,coal,coal (IGCC),2050,-0.600721941,-71.69644176
China,NoDAC,electricity,coal,coal (IGCC),2055,-0.345062912,-96.64706068
China,NoDAC,electricity,coal,coal (IGCC),2060,-0.205408619,-99.22455107
China,NoDAC,electricity,coal,coal (IGCC),2065,-0.352530872,-99.6623385
China,NoDAC,electricity,coal,coal (IGCC),2070,-0.382364812,-99.67218532
China,NoDAC,electricity,coal,coal (IGCC),2075,-0.357595701,-99.65393013
China,NoDAC,electricity,coal,coal (IGCC),2080,-0.303143656,-99.67577166
China,NoDAC,electricity,coal,coal (IGCC),2085,-0.15857491,-99.7371965
China,NoDAC,electricity,coal,coal (IGCC),2090,-0.071926038,-99.80303699
China,NoDAC,electricity,coal,coal (IGCC),2095,-0.030662939,-99.88389705
China,NoDAC,electricity,coal,coal (IGCC),2100,-0.016060776,-99.93706801
China,NoDAC,electricity,geothermal,geothermal,1990,0,0
China,NoDAC,electricity,geothermal,geothermal,2005,0,0
China,NoDAC,electricity,geothermal,geothermal,2010,0,0
China,NoDAC,electricity,geothermal,geothermal,2015,0,0
China,NoDAC,electricity,geothermal,geothermal,2020,0,0
China,NoDAC,electricity,geothermal,geothermal,2025,9.00E-08,5.62E-05
China,NoDAC,electricity,geothermal,geothermal,2030,2.01E-07,0.000125354
China,NoDAC,electricity,geothermal,geothermal,2035,-3.42E-06,-0.00224459
China,NoDAC,electricity,geothermal,geothermal,2040,-6.59E-05,-0.042709684
China,NoDAC,electricity,geothermal,geothermal,2045,-0.000340108,-0.220487381
China,NoDAC,electricity,geothermal,geothermal,2050,-0.001486235,-0.958608762
China,NoDAC,electricity,geothermal,geothermal,2055,-2.96E-05,-0.019017679
China,NoDAC,electricity,geothermal,geothermal,2060,0.002084777,1.338872728
China,NoDAC,electricity,geothermal,geothermal,2065,-0.000646262,-0.419407445
China,NoDAC,electricity,geothermal,geothermal,2070,0.00028355,0.181572323
China,NoDAC,electricity,geothermal,geothermal,2075,-0.000332437,-0.21257217
China,NoDAC,electricity,geothermal,geothermal,2080,-0.001898884,-1.206665228
China,NoDAC,electricity,geothermal,geothermal,2085,0.000548155,0.346771058
China,NoDAC,electricity,geothermal,geothermal,2090,0.001360623,0.859286513
China,NoDAC,electricity,geothermal,geothermal,2095,-0.000122723,-0.080123793
China,NoDAC,electricity,geothermal,geothermal,2100,0.000501912,0.323830323
China,NoDAC,electricity,nuclear,Gen_III,1990,0,NA
China,NoDAC,electricity,nuclear,Gen_III,2005,0,NA
China,NoDAC,electricity,nuclear,Gen_III,2010,0,NA
China,NoDAC,electricity,nuclear,Gen_III,2015,0,NA
China,NoDAC,electricity,nuclear,Gen_III,2020,0,0
China,NoDAC,electricity,nuclear,Gen_III,2025,-1.00E-06,-2.40E-05
China,NoDAC,electricity,nuclear,Gen_III,2030,-4.20E-05,-0.000648182
China,NoDAC,electricity,nuclear,Gen_III,2035,0.009528,0.049787551
China,NoDAC,electricity,nuclear,Gen_III,2040,0.114297,0.40720847
China,NoDAC,electricity,nuclear,Gen_III,2045,0.742568,1.981950131
China,NoDAC,electricity,nuclear,Gen_III,2050,3.450689,7.702418425
China,NoDAC,electricity,nuclear,Gen_III,2055,3.415153,6.853043851
China,NoDAC,electricity,nuclear,Gen_III,2060,1.551324,2.877168078
China,NoDAC,electricity,nuclear,Gen_III,2065,1.775663,3.032607883
China,NoDAC,electricity,nuclear,Gen_III,2070,1.454292,2.386340612
China,NoDAC,electricity,nuclear,Gen_III,2075,1.466845,2.333514726
China,NoDAC,electricity,nuclear,Gen_III,2080,2.171226,3.48150728
China,NoDAC,electricity,nuclear,Gen_III,2085,1.839108,3.006623207
China,NoDAC,electricity,nuclear,Gen_III,2090,1.1093114,1.853085367
China,NoDAC,electricity,nuclear,Gen_III,2095,0.1803002,0.351005148
China,NoDAC,electricity,nuclear,Gen_III,2100,-0.5070961,-1.120874626
China,NoDAC,electricity,solar,PV,1990,0,0
China,NoDAC,electricity,solar,PV,2005,0,0
China,NoDAC,electricity,solar,PV,2010,0,0
China,NoDAC,electricity,solar,PV,2015,0,0
China,NoDAC,electricity,solar,PV,2020,1.00E-09,5.34E-05
China,NoDAC,electricity,solar,PV,2025,-9.00E-09,-0.000183438
China,NoDAC,electricity,solar,PV,2030,-7.90E-08,-0.000732521
China,NoDAC,electricity,solar,PV,2035,1.24E-05,0.034827181
China,NoDAC,electricity,solar,PV,2040,0.000109021,0.230670412
China,NoDAC,electricity,solar,PV,2045,0.000542801,0.991718979
China,NoDAC,electricity,solar,PV,2050,0.00241469,4.090868585
China,NoDAC,electricity,solar,PV,2055,0.00256694,4.256715636
China,NoDAC,electricity,solar,PV,2060,0.00067836,1.153672881
China,NoDAC,electricity,solar,PV,2065,0.00183022,4.240156779
China,NoDAC,electricity,solar,PV,2070,0.00096976,2.568027193
China,NoDAC,electricity,solar,PV,2075,0.00067441,1.914126149
China,NoDAC,electricity,solar,PV,2080,0.00106451,3.116256195
China,NoDAC,electricity,solar,PV,2085,7.69E-05,0.232737407
China,NoDAC,electricity,solar,PV,2090,3.98E-05,0.126353527
China,NoDAC,electricity,solar,PV,2095,-0.001041808,-3.282223704
China,NoDAC,electricity,solar,PV,2100,-0.000804088,-2.580742068
China,NoDAC,electricity,solar,CSP_storage,1990,0,NA
China,NoDAC,electricity,solar,CSP_storage,2005,0,NA
China,NoDAC,electricity,solar,CSP_storage,2010,0,NA
China,NoDAC,electricity,solar,CSP_storage,2015,0,NA
China,NoDAC,electricity,solar,CSP_storage,2020,0,NA
China,NoDAC,electricity,solar,CSP_storage,2025,-1.00E-08,-0.000483796
China,NoDAC,electricity,solar,CSP_storage,2030,-1.20E-07,-0.001345915
China,NoDAC,electricity,solar,CSP_storage,2035,0.000143884,0.093453606
China,NoDAC,electricity,solar,CSP_storage,2040,0.00313698,0.84167114
China,NoDAC,electricity,solar,CSP_storage,2045,0.030639878,4.089997371
China,NoDAC,electricity,solar,CSP_storage,2050,0.18251901,15.95214467
China,NoDAC,electricity,solar,CSP_storage,2055,0.177647885,11.8873324
China,NoDAC,electricity,solar,CSP_storage,2060,0.015873137,0.872601152
China,NoDAC,electricity,solar,CSP_storage,2065,0.056778164,2.790348609
China,NoDAC,electricity,solar,CSP_storage,2070,0.042176925,2.093515651
China,NoDAC,electricity,solar,CSP_storage,2075,0.031808005,1.754275824
China,NoDAC,electricity,solar,CSP_storage,2080,-0.031911436,-2.057674201
China,NoDAC,electricity,solar,CSP_storage,2085,-0.049742812,-3.821110829
China,NoDAC,electricity,solar,CSP_storage,2090,0.051567541,4.849747635
China,NoDAC,electricity,solar,CSP_storage,2095,0.002006014,0.184182288
China,NoDAC,electricity,solar,CSP_storage,2100,-0.032113992,-2.734984464
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),1990,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2005,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2010,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2015,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2020,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2025,5.13E-08,0.004037345
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2030,1.20E-07,0.008826151
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2035,-5.19E-05,-0.183878313
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2040,-0.001951241,-7.147701909
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2045,-0.006320794,-20.67598517
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2050,0.009100546,12.01626878
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2055,0.148832005,105.0888136
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2060,0.21894655,98.62295058
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2065,0.443005281,540.7653516
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2070,0.384546477,678.4796634
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2075,0.096964903,181.1962288
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2080,0.030872274,50.20709215
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2085,0.040325626,53.05596787
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2090,0.069043641,67.71326386
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2095,0.075099095,66.40320247
Taiwan,NoDAC,electricity,biomass,biomass (conv CCS),2100,0.043233258,31.70450511
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),1990,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2005,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2010,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2015,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2020,0,NA
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2025,1.85E-08,0.004435111
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2030,6.27E-08,0.009855929
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2035,1.40E-05,0.150344171
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2040,-0.000368993,-2.398389929
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2045,-0.00261667,-11.12270271
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2050,0.011509542,22.56637364
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2055,0.04998647,58.8861532
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2060,0.045851021,36.96515916
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2065,0.109894202,122.7054144
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2070,0.1367937,185.4005425
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2075,0.068899807,94.38939653
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2080,0.024963415,29.93848521
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2085,0.035774415,34.69070332
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2090,0.055254693,41.89204492
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2095,0.052712896,35.17334343
Taiwan,NoDAC,electricity,biomass,biomass (IGCC CCS),2100,0.031887728,18.65493782
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),1990,0,NA
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2005,0,NA
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2010,0,NA
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2015,0,NA
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2020,0,NA
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2025,4.92E-07,0.008095777
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2030,2.50E-06,0.024022002
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2035,0.000709101,0.653859587
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2040,0.002538304,1.595895344
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2045,0.012082506,6.074991937
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2050,0.087082479,29.82578317
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2055,0.041075646,11.75721927
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2060,-0.129759598,-31.61202336
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2065,-0.138904827,-33.67961765
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2070,-0.156403424,-35.62143464
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2075,-0.159108389,-33.45291929
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2080,-0.177159954,-33.56755516
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2085,-0.217480049,-37.90276503
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2090,-0.302152361,-47.07296297
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2095,-0.283093434,-44.88953671
Taiwan,NoDAC,electricity,coal,coal (conv pul CCS),2100,-0.281792412,-43.20055507
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),1990,0,NA
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2005,0,NA
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2010,0,NA
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2015,0,NA
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2020,0,NA
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2025,8.19E-08,0.007161494
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2030,4.53E-07,0.02112143
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2035,0.00020231,0.577055996
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2040,0.000952602,1.589169174
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2045,0.005926746,6.598546685
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2050,0.052947641,35.55100131
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2055,0.049330106,25.1346438
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2060,-0.038918185,-15.79910148
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2065,-0.042069913,-16.63279106
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2070,-0.05066117,-18.4924084
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2075,-0.050244774,-16.65797755
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2080,-0.056804347,-16.78529487
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2085,-0.079642907,-21.36711503
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2090,-0.130426787,-31.22610998
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2095,-0.127840229,-30.27616119
Taiwan,NoDAC,electricity,coal,coal (IGCC CCS),2100,-0.129124096,-29.40885494
Taiwan,NoDAC,electricity,coal,coal (conv pul),1990,0,0
Taiwan,NoDAC,electricity,coal,coal (conv pul),2005,0,0
Taiwan,NoDAC,electricity,coal,coal (conv pul),2010,0,0
Taiwan,NoDAC,electricity,coal,coal (conv pul),2015,0,0
Taiwan,NoDAC,electricity,coal,coal (conv pul),2020,-1.00E-06,-4.49E-05
Taiwan,NoDAC,electricity,coal,coal (conv pul),2025,9.99E-07,4.05E-05
Taiwan,NoDAC,electricity,coal,coal (conv pul),2030,7.40E-06,0.000286032
Taiwan,NoDAC,electricity,coal,coal (conv pul),2035,-0.000555373,-0.024494668
Taiwan,NoDAC,electricity,coal,coal (conv pul),2040,-0.008112882,-0.4790494
Taiwan,NoDAC,electricity,coal,coal (conv pul),2045,-0.065496898,-7.198192175
Taiwan,NoDAC,electricity,coal,coal (conv pul),2050,-0.206127898,-70.28633599
Taiwan,NoDAC,electricity,coal,coal (conv pul),2055,-0.10550475,-95.93212238
Taiwan,NoDAC,electricity,coal,coal (conv pul),2060,-0.061522429,-98.90340497
Taiwan,NoDAC,electricity,coal,coal (conv pul),2065,-0.132862302,-99.59863497
Taiwan,NoDAC,electricity,coal,coal (conv pul),2070,-0.172446422,-99.69937328
Taiwan,NoDAC,electricity,coal,coal (conv pul),2075,-0.172978842,-99.69650194
Taiwan,NoDAC,electricity,coal,coal (conv pul),2080,-0.094191889,-99.73874756
Taiwan,NoDAC,electricity,coal,coal (conv pul),2085,-0.054512024,-99.80551547
Taiwan,NoDAC,electricity,coal,coal (conv pul),2090,-0.034595557,-99.8886341
Taiwan,NoDAC,electricity,coal,coal (conv pul),2095,-0.021148556,-99.91296734
Taiwan,NoDAC,electricity,coal,coal (conv pul),2100,-0.015482852,-99.94525322
Taiwan,NoDAC,electricity,coal,coal (IGCC),1990,0,NA
Taiwan,NoDAC,electricity,coal,coal (IGCC),2005,0,NA
Taiwan,NoDAC,electricity,coal,coal (IGCC),2010,0,NA
Taiwan,NoDAC,electricity,coal,coal (IGCC),2015,0,NA
Taiwan,NoDAC,electricity,coal,coal (IGCC),2020,0,NA
Taiwan,NoDAC,electricity,coal,coal (IGCC),2025,4.00E-07,0.000475701
Taiwan,NoDAC,electricity,coal,coal (IGCC),2030,1.43E-06,0.000947803
Taiwan,NoDAC,electricity,coal,coal (IGCC),2035,-0.000126518,-0.061209559
Taiwan,NoDAC,electricity,coal,coal (IGCC),2040,-0.000642415,-0.285517504
Taiwan,NoDAC,electricity,coal,coal (IGCC),2045,-0.009071432,-4.825813757
Taiwan,NoDAC,electricity,coal,coal (IGCC),2050,-0.058609195,-66.4513424
Taiwan,NoDAC,electricity,coal,coal (IGCC),2055,-0.037324511,-95.87377869
Taiwan,NoDAC,electricity,coal,coal (IGCC),2060,-0.023915473,-99.03700537
Taiwan,NoDAC,electricity,coal,coal (IGCC),2065,-0.047137736,-99.60188476
Taiwan,NoDAC,electricity,coal,coal (IGCC),2070,-0.065075388,-99.70951743
Taiwan,NoDAC,electricity,coal,coal (IGCC),2075,-0.071229933,-99.71199771
Taiwan,NoDAC,electricity,coal,coal (IGCC),2080,-0.069117069,-99.74872731
Taiwan,NoDAC,electricity,coal,coal (IGCC),2085,-0.049174194,-99.82008986
Taiwan,NoDAC,electricity,coal,coal (IGCC),2090,-0.038574594,-99.89246992
Taiwan,NoDAC,electricity,coal,coal (IGCC),2095,-0.02602444,-99.91415605
Taiwan,NoDAC,electricity,coal,coal (IGCC),2100,-0.019745587,-99.94326415
Taiwan,NoDAC,electricity,geothermal,geothermal,1990,0,0
Taiwan,NoDAC,electricity,geothermal,geothermal,2005,0,NA
Taiwan,NoDAC,electricity,geothermal,geothermal,2010,0,NA
Taiwan,NoDAC,electricity,geothermal,geothermal,2015,0,NA
Taiwan,NoDAC,electricity,geothermal,geothermal,2020,0,0
Taiwan,NoDAC,electricity,geothermal,geothermal,2025,1.00E-10,2.29E-06
Taiwan,NoDAC,electricity,geothermal,geothermal,2030,5.20E-09,0.000118471
Taiwan,NoDAC,electricity,geothermal,geothermal,2035,-7.87E-08,-0.001860466
Taiwan,NoDAC,electricity,geothermal,geothermal,2040,-1.38E-06,-0.032663789
Taiwan,NoDAC,electricity,geothermal,geothermal,2045,-6.06E-06,-0.145469021
Taiwan,NoDAC,electricity,geothermal,geothermal,2050,-2.03E-05,-0.489785169
Taiwan,NoDAC,electricity,geothermal,geothermal,2055,-2.01E-05,-0.48492508
Taiwan,NoDAC,electricity,geothermal,geothermal,2060,6.40E-05,1.542995201
Taiwan,NoDAC,electricity,geothermal,geothermal,2065,-8.01E-05,-1.871324444
Taiwan,NoDAC,electricity,geothermal,geothermal,2070,1.60E-06,0.038280877
Taiwan,NoDAC,electricity,geothermal,geothermal,2075,-5.03E-06,-0.121113835
Taiwan,NoDAC,electricity,geothermal,geothermal,2080,-2.70E-06,-0.065141042
Taiwan,NoDAC,electricity,geothermal,geothermal,2085,1.12E-05,0.270340725
Taiwan,NoDAC,electricity,geothermal,geothermal,2090,7.19E-05,1.737767591
Taiwan,NoDAC,electricity,geothermal,geothermal,2095,2.59E-06,0.062288084
Taiwan,NoDAC,electricity,geothermal,geothermal,2100,4.88E-06,0.117800447
Taiwan,NoDAC,electricity,nuclear,Gen_III,1990,0,NA
Taiwan,NoDAC,electricity,nuclear,Gen_III,2005,0,NA
Taiwan,NoDAC,electricity,nuclear,Gen_III,2010,0,NA
Taiwan,NoDAC,electricity,nuclear,Gen_III,2015,0,NA
Taiwan,NoDAC,electricity,nuclear,Gen_III,2020,0,0
Taiwan,NoDAC,electricity,nuclear,Gen_III,2025,2.00E-09,0.000479974
Taiwan,NoDAC,electricity,nuclear,Gen_III,2030,4.00E-09,0.000618685
Taiwan,NoDAC,electricity,nuclear,Gen_III,2035,5.55E-07,0.029154795
Taiwan,NoDAC,electricity,nuclear,Gen_III,2040,1.56E-05,0.453198703
Taiwan,NoDAC,electricity,nuclear,Gen_III,2045,0.000160994,2.787122391
Taiwan,NoDAC,electricity,nuclear,Gen_III,2050,0.001268254,14.79458197
Taiwan,NoDAC,electricity,nuclear,Gen_III,2055,0.002046894,18.96604763
Taiwan,NoDAC,electricity,nuclear,Gen_III,2060,0.001073564,8.313957842
Taiwan,NoDAC,electricity,nuclear,Gen_III,2065,0.001602825,11.93835027
Taiwan,NoDAC,electricity,nuclear,Gen_III,2070,0.001620357,11.20319677
Taiwan,NoDAC,electricity,nuclear,Gen_III,2075,0.00172256,10.9319754
Taiwan,NoDAC,electricity,nuclear,Gen_III,2080,0.001793542,10.51281402
Taiwan,NoDAC,electricity,nuclear,Gen_III,2085,0.001591853,8.732205323
Taiwan,NoDAC,electricity,nuclear,Gen_III,2090,0.000731727,3.755460344
Taiwan,NoDAC,electricity,nuclear,Gen_III,2095,0.000688642,3.595403427
Taiwan,NoDAC,electricity,nuclear,Gen_III,2100,0.000574076,3.059106204
Taiwan,NoDAC,electricity,solar,PV,1990,0,NA
Taiwan,NoDAC,electricity,solar,PV,2005,0,0
Taiwan,NoDAC,electricity,solar,PV,2010,0,0
Taiwan,NoDAC,electricity,solar,PV,2015,0,0
Taiwan,NoDAC,electricity,solar,PV,2020,0,0
Taiwan,NoDAC,electricity,solar,PV,2025,3.00E-10,0.000253488
Taiwan,NoDAC,electricity,solar,PV,2030,1.50E-09,0.000729241
Taiwan,NoDAC,electricity,solar,PV,2035,1.56E-07,0.024827422
Taiwan,NoDAC,electricity,solar,PV,2040,2.59E-06,0.266643381
Taiwan,NoDAC,electricity,solar,PV,2045,1.28E-05,1.034067634
Taiwan,NoDAC,electricity,solar,PV,2050,4.29E-05,3.081948904
Taiwan,NoDAC,electricity,solar,PV,2055,2.46E-05,1.682625703
Taiwan,NoDAC,electricity,solar,PV,2060,-4.93E-05,-3.31814301
Taiwan,NoDAC,electricity,solar,PV,2065,-3.66E-05,-3.339753705
Taiwan,NoDAC,electricity,solar,PV,2070,-6.42E-05,-7.606302069
Taiwan,NoDAC,electricity,solar,PV,2075,-9.72E-05,-14.42476474
Taiwan,NoDAC,electricity,solar,PV,2080,-0.000138156,-23.62788615
Taiwan,NoDAC,electricity,solar,PV,2085,-0.000130558,-24.04922504
Taiwan,NoDAC,electricity,solar,PV,2090,-0.000109161,-20.80786466
Taiwan,NoDAC,electricity,solar,PV,2095,-0.000118991,-22.30523724
Taiwan,NoDAC,electricity,solar,PV,2100,-9.59E-05,-19.33308857
Taiwan,NoDAC,electricity,solar,CSP_storage,1990,0,NA
Taiwan,NoDAC,electricity,solar,CSP_storage,2005,0,NA
Taiwan,NoDAC,electricity,solar,CSP_storage,2010,0,NA
Taiwan,NoDAC,electricity,solar,CSP_storage,2015,0,NA
Taiwan,NoDAC,electricity,solar,CSP_storage,2020,0,NA
Taiwan,NoDAC,electricity,solar,CSP_storage,2025,3.00E-09,0.000562041
Taiwan,NoDAC,electricity,solar,CSP_storage,2030,1.30E-08,0.000740381
Taiwan,NoDAC,electricity,solar,CSP_storage,2035,6.11E-06,0.041357525
Taiwan,NoDAC,electricity,solar,CSP_storage,2040,0.000304021,0.718041878
Taiwan,NoDAC,electricity,solar,CSP_storage,2045,0.00483334,4.53579291
Taiwan,NoDAC,electricity,solar,CSP_storage,2050,0.050628541,24.46808903
Taiwan,NoDAC,electricity,solar,CSP_storage,2055,0.094239483,31.25899957
Taiwan,NoDAC,electricity,solar,CSP_storage,2060,0.05196166,12.93669343
Taiwan,NoDAC,electricity,solar,CSP_storage,2065,0.081627939,19.72250176
Taiwan,NoDAC,electricity,solar,CSP_storage,2070,0.085736247,19.49447564
Taiwan,NoDAC,electricity,solar,CSP_storage,2075,0.09126989,20.40491968
Taiwan,NoDAC,electricity,solar,CSP_storage,2080,0.052577973,11.98971502
Taiwan,NoDAC,electricity,solar,CSP_storage,2085,-0.003722408,-0.858929554
Taiwan,NoDAC,electricity,solar,CSP_storage,2090,-0.020319147,-4.677922538
Taiwan,NoDAC,electricity,solar,CSP_storage,2095,-0.053170415,-11.13196539
Taiwan,NoDAC,electricity,solar,CSP_storage,2100,-0.064640022,-12.60008961
