"region","scenario","Scen_Label","year","primary_consumption"
"Taiwan","Policy_CI_NorESM","Policy_CI",1990,2.06593347990126
"Taiwan","Policy_CI_NorESM","Policy_CI",2005,4.45448547773179
"Taiwan","Policy_CI_NorESM","Policy_CI",2010,4.7993091879088
"Taiwan","Policy_CI_NorESM","Policy_CI",2015,4.75271790481974
"Taiwan","Policy_CI_NorESM","Policy_CI",2020,5.24594355871969
"Taiwan","Policy_CI_NorESM","Policy_CI",2025,5.60188013249962
"Taiwan","Policy_CI_NorESM","Policy_CI",2030,5.78608492280394
"Taiwan","Policy_CI_NorESM","Policy_CI",2035,5.76458597230446
"Taiwan","Policy_CI_NorESM","Policy_CI",2040,5.71898074966796
"Taiwan","Policy_CI_NorESM","Policy_CI",2045,5.59883866397327
"Taiwan","Policy_CI_NorESM","Policy_CI",2050,5.57953655283359
"Taiwan","Policy_CI_NorESM","Policy_CI",2055,5.89330115184407
"Taiwan","Policy_CI_NorESM","Policy_CI",2060,6.53187292445201
"Taiwan","Policy_CI_NorESM","Policy_CI",2065,5.96181573199217
"Taiwan","Policy_CI_NorESM","Policy_CI",2070,5.95956763718252
"Taiwan","Policy_CI_NorESM","Policy_CI",2075,5.9607502195936
"Taiwan","Policy_CI_NorESM","Policy_CI",2080,5.92768182971425
"Taiwan","Policy_CI_NorESM","Policy_CI",2085,5.92779395163101
"Taiwan","Policy_CI_NorESM","Policy_CI",2090,6.49148196342856
"Taiwan","Policy_CI_NorESM","Policy_CI",2095,6.64542341365853
"Taiwan","Policy_CI_NorESM","Policy_CI",2100,6.7113097312429
"Taiwan","Policy_NoDAC","Policy_NoDAC",1990,2.06593347990126
"Taiwan","Policy_NoDAC","Policy_NoDAC",2005,4.45448547773179
"Taiwan","Policy_NoDAC","Policy_NoDAC",2010,4.7993091879088
"Taiwan","Policy_NoDAC","Policy_NoDAC",2015,4.75271790481974
"Taiwan","Policy_NoDAC","Policy_NoDAC",2020,5.24607939218934
"Taiwan","Policy_NoDAC","Policy_NoDAC",2025,5.60169862780007
"Taiwan","Policy_NoDAC","Policy_NoDAC",2030,5.78604293638268
"Taiwan","Policy_NoDAC","Policy_NoDAC",2035,5.77172303555683
"Taiwan","Policy_NoDAC","Policy_NoDAC",2040,5.72352183607973
"Taiwan","Policy_NoDAC","Policy_NoDAC",2045,5.57263699920596
"Taiwan","Policy_NoDAC","Policy_NoDAC",2050,5.4005361933546
"Taiwan","Policy_NoDAC","Policy_NoDAC",2055,5.5748799018545
"Taiwan","Policy_NoDAC","Policy_NoDAC",2060,5.79282722151696
"Taiwan","Policy_NoDAC","Policy_NoDAC",2065,5.83345011838126
"Taiwan","Policy_NoDAC","Policy_NoDAC",2070,5.80612413573462
"Taiwan","Policy_NoDAC","Policy_NoDAC",2075,5.61634803921391
"Taiwan","Policy_NoDAC","Policy_NoDAC",2080,5.5123238521163
"Taiwan","Policy_NoDAC","Policy_NoDAC",2085,5.49330825176696
"Taiwan","Policy_NoDAC","Policy_NoDAC",2090,5.47678855363908
"Taiwan","Policy_NoDAC","Policy_NoDAC",2095,5.4159964713413
"Taiwan","Policy_NoDAC","Policy_NoDAC",2100,5.36306114377156
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",1990,2.06593347990126
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2005,4.45448547773179
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2010,4.7993091879088
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2015,4.75271790481974
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2020,5.24605216942144
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2025,5.60181398254461
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2030,5.78617001821076
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2035,5.76507927101437
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2040,5.71731813207555
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2045,5.57063129432233
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2050,5.40586727321413
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2055,5.59256147735147
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2060,5.81351327212274
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2065,5.84573652023084
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2070,5.81727674698661
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2075,5.62325946132157
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2080,5.50995470339377
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2085,5.47832957560766
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2090,5.45467752788876
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2095,5.38345234905507
"Taiwan","Policy_NoDAC_CI_GFDL","Policy_NoDAC_CI",2100,5.33921123447041
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",1990,2.06593347990126
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2005,4.45448547773179
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2010,4.7993091879088
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2015,4.75271790481974
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2020,5.24587988749793
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2025,5.60163161304997
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2030,5.78571868439245
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2035,5.76344693909288
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2040,5.71361249925506
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2045,5.56610785015618
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2050,5.39942196493949
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2055,5.56933898332802
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2060,5.80946297856371
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2065,5.84796863802122
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2070,5.82092587234615
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2075,5.62972958167531
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2080,5.52680797083258
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2085,5.51065358343132
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2090,5.499800553225
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2095,5.43428480422217
"Taiwan","Policy_NoDAC_CI_HadGEM","Policy_NoDAC_CI",2100,5.37546849528155
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",1990,2.06593347990126
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2005,4.45448547773179
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2010,4.7993091879088
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2015,4.75271790481974
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2020,5.24583583480375
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2025,5.60150143086879
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2030,5.78543266985245
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2035,5.76282690442727
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2040,5.71292021624221
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2045,5.56335762981583
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2050,5.39675452485964
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2055,5.56740928618374
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2060,5.77718632519951
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2065,5.80846434398311
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2070,5.7842727152707
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2075,5.60677413517045
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2080,5.5036167351039
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2085,5.48615232812435
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2090,5.47440976957167
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2095,5.41024952111242
"Taiwan","Policy_NoDAC_CI_IPSL","Policy_NoDAC_CI",2100,5.36229675107308
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",1990,2.06593347990126
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2005,4.45448547773179
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2010,4.7993091879088
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2015,4.75271790481974
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2020,5.24622507502303
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2025,5.601717610811
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2030,5.78584065745879
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2035,5.76474359975744
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2040,5.71618356158973
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2045,5.56779195988506
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2050,5.39957850007405
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2055,5.57057631545755
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2060,5.78732191301413
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2065,5.81557815982751
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2070,5.77975650051076
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2075,5.58582084237951
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2080,5.48293247922845
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2085,5.45207082384947
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2090,5.41842257246677
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2095,5.36404683404947
"Taiwan","Policy_NoDAC_CI_MIROC","Policy_NoDAC_CI",2100,5.29712549955512
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",1990,2.06593347990126
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2005,4.45448547773179
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2010,4.7993091879088
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2015,4.75271790481974
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2020,5.24594359045194
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2025,5.60187803116278
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2030,5.78606913896666
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2035,5.76382914242558
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2040,5.71472883033237
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2045,5.56703924998989
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2050,5.40227364262751
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2055,5.58129027513767
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2060,5.77816983665611
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2065,5.82548461527438
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2070,5.79962740004049
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2075,5.60971002941086
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2080,5.50781065063206
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2085,5.4708364385506
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2090,5.46058576240749
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2095,5.39658633225545
"Taiwan","Policy_NoDAC_CI_NorESM","Policy_NoDAC_CI",2100,5.34993761159819
"Taiwan","Reference","Reference",1990,2.06593347990126
"Taiwan","Reference","Reference",2005,4.45448547773179
"Taiwan","Reference","Reference",2010,4.7993091879088
"Taiwan","Reference","Reference",2015,4.75271790481974
"Taiwan","Reference","Reference",2020,5.24607636549396
"Taiwan","Reference","Reference",2025,5.60406289613721
"Taiwan","Reference","Reference",2030,5.78876183798946
"Taiwan","Reference","Reference",2035,5.89619655991557
"Taiwan","Reference","Reference",2040,5.96554647258345
"Taiwan","Reference","Reference",2045,5.98686299472991
"Taiwan","Reference","Reference",2050,5.95031987299219
"Taiwan","Reference","Reference",2055,5.87192773454026
"Taiwan","Reference","Reference",2060,5.77032479104032
"Taiwan","Reference","Reference",2065,5.730860958603
"Taiwan","Reference","Reference",2070,5.6722700343283
"Taiwan","Reference","Reference",2075,5.59732519770637
"Taiwan","Reference","Reference",2080,5.46217123732079
"Taiwan","Reference","Reference",2085,5.37867385731086
"Taiwan","Reference","Reference",2090,5.30786009681861
"Taiwan","Reference","Reference",2095,5.25683924766821
"Taiwan","Reference","Reference",2100,5.24606786251979
"Taiwan","Reference_CI_GFDL","Reference_CI",1990,2.06593347990126
"Taiwan","Reference_CI_GFDL","Reference_CI",2005,4.45448547773179
"Taiwan","Reference_CI_GFDL","Reference_CI",2010,4.7993091879088
"Taiwan","Reference_CI_GFDL","Reference_CI",2015,4.75271790481974
"Taiwan","Reference_CI_GFDL","Reference_CI",2020,5.24594816800653
"Taiwan","Reference_CI_GFDL","Reference_CI",2025,5.60402572236833
"Taiwan","Reference_CI_GFDL","Reference_CI",2030,5.7886163758703
"Taiwan","Reference_CI_GFDL","Reference_CI",2035,5.89274788497166
"Taiwan","Reference_CI_GFDL","Reference_CI",2040,5.96257687649994
"Taiwan","Reference_CI_GFDL","Reference_CI",2045,5.98411531408188
"Taiwan","Reference_CI_GFDL","Reference_CI",2050,5.94918077869687
"Taiwan","Reference_CI_GFDL","Reference_CI",2055,5.8719212138151
"Taiwan","Reference_CI_GFDL","Reference_CI",2060,5.77409512847162
"Taiwan","Reference_CI_GFDL","Reference_CI",2065,5.73917038075197
"Taiwan","Reference_CI_GFDL","Reference_CI",2070,5.68163335573371
"Taiwan","Reference_CI_GFDL","Reference_CI",2075,5.61005181508447
"Taiwan","Reference_CI_GFDL","Reference_CI",2080,5.4821077227531
"Taiwan","Reference_CI_GFDL","Reference_CI",2085,5.39704771993399
"Taiwan","Reference_CI_GFDL","Reference_CI",2090,5.32287732730827
"Taiwan","Reference_CI_GFDL","Reference_CI",2095,5.26349114840927
"Taiwan","Reference_CI_GFDL","Reference_CI",2100,5.24808242423543
"Taiwan","Reference_CI_HadGEM","Reference_CI",1990,2.06593347990126
"Taiwan","Reference_CI_HadGEM","Reference_CI",2005,4.45448547773179
"Taiwan","Reference_CI_HadGEM","Reference_CI",2010,4.7993091879088
"Taiwan","Reference_CI_HadGEM","Reference_CI",2015,4.75271790481974
"Taiwan","Reference_CI_HadGEM","Reference_CI",2020,5.24604952121614
"Taiwan","Reference_CI_HadGEM","Reference_CI",2025,5.60409436251749
"Taiwan","Reference_CI_HadGEM","Reference_CI",2030,5.7887201155388
"Taiwan","Reference_CI_HadGEM","Reference_CI",2035,5.89262691223279
"Taiwan","Reference_CI_HadGEM","Reference_CI",2040,5.96197909380083
"Taiwan","Reference_CI_HadGEM","Reference_CI",2045,5.98445356626286
"Taiwan","Reference_CI_HadGEM","Reference_CI",2050,5.95087555958628
"Taiwan","Reference_CI_HadGEM","Reference_CI",2055,5.87470538654388
"Taiwan","Reference_CI_HadGEM","Reference_CI",2060,5.77487667625707
"Taiwan","Reference_CI_HadGEM","Reference_CI",2065,5.73788752941171
"Taiwan","Reference_CI_HadGEM","Reference_CI",2070,5.6807095541347
"Taiwan","Reference_CI_HadGEM","Reference_CI",2075,5.60670142437507
"Taiwan","Reference_CI_HadGEM","Reference_CI",2080,5.47256597320824
"Taiwan","Reference_CI_HadGEM","Reference_CI",2085,5.38685532679434
"Taiwan","Reference_CI_HadGEM","Reference_CI",2090,5.31127218310499
"Taiwan","Reference_CI_HadGEM","Reference_CI",2095,5.25902094116561
"Taiwan","Reference_CI_HadGEM","Reference_CI",2100,5.24643851890273
"Taiwan","Reference_CI_IPSL","Reference_CI",1990,2.06593347990126
"Taiwan","Reference_CI_IPSL","Reference_CI",2005,4.45448547773179
"Taiwan","Reference_CI_IPSL","Reference_CI",2010,4.7993091879088
"Taiwan","Reference_CI_IPSL","Reference_CI",2015,4.75271790481974
"Taiwan","Reference_CI_IPSL","Reference_CI",2020,5.24598358511943
"Taiwan","Reference_CI_IPSL","Reference_CI",2025,5.60395795116605
"Taiwan","Reference_CI_IPSL","Reference_CI",2030,5.78861587177931
"Taiwan","Reference_CI_IPSL","Reference_CI",2035,5.89268285695353
"Taiwan","Reference_CI_IPSL","Reference_CI",2040,5.96147862685173
"Taiwan","Reference_CI_IPSL","Reference_CI",2045,5.98169458248272
"Taiwan","Reference_CI_IPSL","Reference_CI",2050,5.94281908750395
"Taiwan","Reference_CI_IPSL","Reference_CI",2055,5.8629977081491
"Taiwan","Reference_CI_IPSL","Reference_CI",2060,5.75945654741559
"Taiwan","Reference_CI_IPSL","Reference_CI",2065,5.72070227922516
"Taiwan","Reference_CI_IPSL","Reference_CI",2070,5.66221070778241
"Taiwan","Reference_CI_IPSL","Reference_CI",2075,5.58785121435237
"Taiwan","Reference_CI_IPSL","Reference_CI",2080,5.4554795937447
"Taiwan","Reference_CI_IPSL","Reference_CI",2085,5.36984448350095
"Taiwan","Reference_CI_IPSL","Reference_CI",2090,5.2974171513843
"Taiwan","Reference_CI_IPSL","Reference_CI",2095,5.24489995470122
"Taiwan","Reference_CI_IPSL","Reference_CI",2100,5.23400476795317
"Taiwan","Reference_CI_MIROC","Reference_CI",1990,2.06593347990126
"Taiwan","Reference_CI_MIROC","Reference_CI",2005,4.45448547773179
"Taiwan","Reference_CI_MIROC","Reference_CI",2010,4.7993091879088
"Taiwan","Reference_CI_MIROC","Reference_CI",2015,4.75271790481974
"Taiwan","Reference_CI_MIROC","Reference_CI",2020,5.24624820773829
"Taiwan","Reference_CI_MIROC","Reference_CI",2025,5.60395154992073
"Taiwan","Reference_CI_MIROC","Reference_CI",2030,5.78872794861951
"Taiwan","Reference_CI_MIROC","Reference_CI",2035,5.89359531949645
"Taiwan","Reference_CI_MIROC","Reference_CI",2040,5.96322834323224
"Taiwan","Reference_CI_MIROC","Reference_CI",2045,5.98569623822074
"Taiwan","Reference_CI_MIROC","Reference_CI",2050,5.951334523386
"Taiwan","Reference_CI_MIROC","Reference_CI",2055,5.8749067535311
"Taiwan","Reference_CI_MIROC","Reference_CI",2060,5.7738200805529
"Taiwan","Reference_CI_MIROC","Reference_CI",2065,5.73704215945048
"Taiwan","Reference_CI_MIROC","Reference_CI",2070,5.67966296805214
"Taiwan","Reference_CI_MIROC","Reference_CI",2075,5.60280643636036
"Taiwan","Reference_CI_MIROC","Reference_CI",2080,5.46880795640691
"Taiwan","Reference_CI_MIROC","Reference_CI",2085,5.38031718913648
"Taiwan","Reference_CI_MIROC","Reference_CI",2090,5.30528587871628
"Taiwan","Reference_CI_MIROC","Reference_CI",2095,5.25062444907356
"Taiwan","Reference_CI_MIROC","Reference_CI",2100,5.23564476992399
"Taiwan","Reference_CI_NorESM","Reference_CI",1990,2.06593347990126
"Taiwan","Reference_CI_NorESM","Reference_CI",2005,4.45448547773179
"Taiwan","Reference_CI_NorESM","Reference_CI",2010,4.7993091879088
"Taiwan","Reference_CI_NorESM","Reference_CI",2015,4.75271790481974
"Taiwan","Reference_CI_NorESM","Reference_CI",2020,5.24609650984713
"Taiwan","Reference_CI_NorESM","Reference_CI",2025,5.60407855537447
"Taiwan","Reference_CI_NorESM","Reference_CI",2030,5.78869407991648
"Taiwan","Reference_CI_NorESM","Reference_CI",2035,5.89260496293417
"Taiwan","Reference_CI_NorESM","Reference_CI",2040,5.96152050489514
"Taiwan","Reference_CI_NorESM","Reference_CI",2045,5.98249506102028
"Taiwan","Reference_CI_NorESM","Reference_CI",2050,5.94709103434424
"Taiwan","Reference_CI_NorESM","Reference_CI",2055,5.86968158122538
"Taiwan","Reference_CI_NorESM","Reference_CI",2060,5.7693893606429
"Taiwan","Reference_CI_NorESM","Reference_CI",2065,5.7350906545784
"Taiwan","Reference_CI_NorESM","Reference_CI",2070,5.67995221577732
"Taiwan","Reference_CI_NorESM","Reference_CI",2075,5.60893784627878
"Taiwan","Reference_CI_NorESM","Reference_CI",2080,5.47684721279901
"Taiwan","Reference_CI_NorESM","Reference_CI",2085,5.3947768222507
"Taiwan","Reference_CI_NorESM","Reference_CI",2090,5.32110932139056
"Taiwan","Reference_CI_NorESM","Reference_CI",2095,5.26787156660138
"Taiwan","Reference_CI_NorESM","Reference_CI",2100,5.24783714173141
