region,scenario,Scen_Label,year,tot_withdrawal,ref,rel_dif_per
Global,Policy_NoDAC,Policy_NoDAC,2065,5027.835309,,
Global,Policy_NoDAC,Policy_NoDAC,2070,5076.892208,,
Global,Policy_NoDAC,Policy_NoDAC,2075,5107.968114,,
Global,Policy_NoDAC,Policy_NoDAC,2080,5093.681153,,
Global,Policy_NoDAC,Policy_NoDAC,2085,5092.805525,,
Global,Policy_NoDAC,Policy_NoDAC,2090,5064.115739,,
Global,Policy_NoDAC,Policy_NoDAC,2095,4998.736422,,
Global,Policy_NoDAC,Policy_NoDAC,2100,4934.629395,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,1990,2377.510837,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2005,3108.215747,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2010,3391.27359,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2015,3613.612491,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2020,3693.510469,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2025,3910.206308,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2030,4098.220099,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2035,4295.566094,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2040,4478.88326,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2045,4642.595091,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2050,4783.214186,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2055,4850.641086,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2060,4913.531894,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2065,4978.069664,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2070,5026.427839,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2075,5069.219857,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2080,5074.814987,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2085,5102.500739,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2090,5100.093043,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2095,5052.965104,,
Global,Policy_NoDAC_CI_GFDL,Policy_NoDAC_CI,2100,4972.719483,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,1990,2377.510837,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2005,3108.215747,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2010,3391.27359,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2015,3613.612491,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2020,3672.991243,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2025,3894.497398,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2030,4085.36086,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2035,4279.824601,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2040,4482.043087,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2045,4683.716538,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2050,4906.119269,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2055,5018.938007,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2060,5096.215864,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2065,5190.388871,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2070,5234.531067,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2075,5266.506042,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2080,5276.618342,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2085,5263.583029,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2090,5231.773548,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2095,5156.99661,,
Global,Policy_NoDAC_CI_HadGEM,Policy_NoDAC_CI,2100,5044.115732,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,1990,2377.510837,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2005,3108.215747,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2010,3391.27359,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2015,3613.612491,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2020,3694.523654,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2025,3907.978735,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2030,4075.342755,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2035,4283.225219,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2040,4473.583084,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2045,4661.732101,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2050,4863.473029,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2055,4997.143893,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2060,5067.117915,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2065,5132.974259,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2070,5198.767458,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2075,5238.512066,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2080,5249.504022,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2085,5264.262848,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2090,5232.699638,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2095,5196.162381,,
Global,Policy_NoDAC_CI_IPSL,Policy_NoDAC_CI,2100,5052.293254,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,1990,2377.510837,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2005,3108.215747,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2010,3391.27359,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2015,3613.612491,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2020,3677.950021,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2025,3889.771165,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2030,4076.557872,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2035,4272.128554,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2040,4422.366536,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2045,4599.007053,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2050,4733.484566,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2055,4802.963465,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2060,4897.656231,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2065,4996.767293,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2070,5037.430606,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2075,5079.238292,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2080,5067.690154,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2085,5061.408538,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2090,5041.472989,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2095,4970.040806,,
Global,Policy_NoDAC_CI_MIROC,Policy_NoDAC_CI,2100,4960.229137,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,1990,2377.510837,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2005,3108.215747,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2010,3391.27359,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2015,3613.612491,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2020,3665.951551,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2025,3880.4524,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2030,4065.791333,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2035,4264.424505,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2040,4444.608063,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2045,4638.386178,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2050,4846.252418,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2055,4941.442349,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2060,5058.677776,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2065,5146.198451,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2070,5201.693432,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2075,5242.558452,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2080,5273.495847,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2085,5278.833328,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2090,5238.732923,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2095,5171.271187,,
Global,Policy_NoDAC_CI_NorESM,Policy_NoDAC_CI,2100,5046.359826,,
Global,Reference,Reference,1990,2377.510837,,
Global,Reference,Reference,2005,3108.215747,,
Global,Reference,Reference,2010,3391.27359,,
Global,Reference,Reference,2015,3613.612491,,
Global,Reference,Reference,2020,3681.322771,,
Global,Reference,Reference,2025,3945.275809,,
Global,Reference,Reference,2030,4145.967292,,
Global,Reference,Reference,2035,4291.107092,,
Global,Reference,Reference,2040,4416.822325,,
Global,Reference,Reference,2045,4533.634863,,
Global,Reference,Reference,2050,4621.385541,,
Global,Reference,Reference,2055,4624.178964,,
Global,Reference,Reference,2060,4639.032595,,
Global,Reference,Reference,2065,4670.63016,,
Global,Reference,Reference,2070,4713.769374,,
Global,Reference,Reference,2075,4743.349284,,
Global,Reference,Reference,2080,4746.459025,,
Global,Reference,Reference,2085,4733.879464,,
Global,Reference,Reference,2090,4732.020311,,
Global,Reference,Reference,2095,4712.804677,,
Global,Reference,Reference,2100,4684.605506,,
Global,Reference_CI_GFDL,Reference_CI,1990,2377.510837,,
Global,Reference_CI_GFDL,Reference_CI,2005,3108.215747,,
Global,Reference_CI_GFDL,Reference_CI,2010,3391.27359,,
Global,Reference_CI_GFDL,Reference_CI,2015,3613.612491,,
Global,Reference_CI_GFDL,Reference_CI,2020,3656.221413,,
Global,Reference_CI_GFDL,Reference_CI,2025,3915.335052,,
Global,Reference_CI_GFDL,Reference_CI,2030,4104.805419,,
Global,Reference_CI_GFDL,Reference_CI,2035,4247.783573,,
Global,Reference_CI_GFDL,Reference_CI,2040,4354.530507,,
Global,Reference_CI_GFDL,Reference_CI,2045,4449.146168,,
Global,Reference_CI_GFDL,Reference_CI,2050,4508.065158,,
Global,Reference_CI_GFDL,Reference_CI,2055,4544.430018,,
Global,Reference_CI_GFDL,Reference_CI,2060,4584.570321,,
Global,Reference_CI_GFDL,Reference_CI,2065,4603.988419,,
Global,Reference_CI_GFDL,Reference_CI,2070,4662.13062,,
Global,Reference_CI_GFDL,Reference_CI,2075,4698.357802,,
Global,Reference_CI_GFDL,Reference_CI,2080,4713.73704,,
Global,Reference_CI_GFDL,Reference_CI,2085,4715.751325,,
Global,Reference_CI_GFDL,Reference_CI,2090,4710.758531,,
Global,Reference_CI_GFDL,Reference_CI,2095,4692.476951,,
Global,Reference_CI_GFDL,Reference_CI,2100,4645.4543,,
Global,Reference_CI_HadGEM,Reference_CI,1990,2377.510837,,
Global,Reference_CI_HadGEM,Reference_CI,2005,3108.215747,,
Global,Reference_CI_HadGEM,Reference_CI,2010,3391.27359,,
Global,Reference_CI_HadGEM,Reference_CI,2015,3613.612491,,
Global,Reference_CI_HadGEM,Reference_CI,2020,3687.234251,,
Global,Reference_CI_HadGEM,Reference_CI,2025,3949.606307,,
Global,Reference_CI_HadGEM,Reference_CI,2030,4150.500524,,
Global,Reference_CI_HadGEM,Reference_CI,2035,4314.171551,,
Global,Reference_CI_HadGEM,Reference_CI,2040,4461.700735,,
Global,Reference_CI_HadGEM,Reference_CI,2045,4592.515735,,
Global,Reference_CI_HadGEM,Reference_CI,2050,4702.247539,,
Global,Reference_CI_HadGEM,Reference_CI,2055,4769.71822,,
Global,Reference_CI_HadGEM,Reference_CI,2060,4829.619661,,
Global,Reference_CI_HadGEM,Reference_CI,2065,4856.404766,,
Global,Reference_CI_HadGEM,Reference_CI,2070,4839.167317,,
Global,Reference_CI_HadGEM,Reference_CI,2075,4821.127397,,
Global,Reference_CI_HadGEM,Reference_CI,2080,4822.638989,,
Global,Reference_CI_HadGEM,Reference_CI,2085,4799.720424,,
Global,Reference_CI_HadGEM,Reference_CI,2090,4811.602197,,
Global,Reference_CI_HadGEM,Reference_CI,2095,4807.068572,,
Global,Reference_CI_HadGEM,Reference_CI,2100,4715.595262,,
Global,Reference_CI_IPSL,Reference_CI,1990,2377.510837,,
Global,Reference_CI_IPSL,Reference_CI,2005,3108.215747,,
Global,Reference_CI_IPSL,Reference_CI,2010,3391.27359,,
Global,Reference_CI_IPSL,Reference_CI,2015,3613.612491,,
Global,Reference_CI_IPSL,Reference_CI,2020,3668.405494,,
Global,Reference_CI_IPSL,Reference_CI,2025,3923.117059,,
Global,Reference_CI_IPSL,Reference_CI,2030,4109.889913,,
Global,Reference_CI_IPSL,Reference_CI,2035,4241.232061,,
Global,Reference_CI_IPSL,Reference_CI,2040,4352.344104,,
Global,Reference_CI_IPSL,Reference_CI,2045,4454.160697,,
Global,Reference_CI_IPSL,Reference_CI,2050,4563.494169,,
Global,Reference_CI_IPSL,Reference_CI,2055,4617.064401,,
Global,Reference_CI_IPSL,Reference_CI,2060,4686.636569,,
Global,Reference_CI_IPSL,Reference_CI,2065,4741.569466,,
Global,Reference_CI_IPSL,Reference_CI,2070,4799.171831,,
Global,Reference_CI_IPSL,Reference_CI,2075,4840.315139,,
Global,Reference_CI_IPSL,Reference_CI,2080,4874.393799,,
Global,Reference_CI_IPSL,Reference_CI,2085,4873.029239,,
Global,Reference_CI_IPSL,Reference_CI,2090,4864.696015,,
Global,Reference_CI_IPSL,Reference_CI,2095,4857.336921,,
Global,Reference_CI_IPSL,Reference_CI,2100,4836.552708,,
Global,Reference_CI_MIROC,Reference_CI,1990,2377.510837,,
Global,Reference_CI_MIROC,Reference_CI,2005,3108.215747,,
Global,Reference_CI_MIROC,Reference_CI,2010,3391.27359,,
Global,Reference_CI_MIROC,Reference_CI,2015,3613.612491,,
Global,Reference_CI_MIROC,Reference_CI,2020,3681.029615,,
Global,Reference_CI_MIROC,Reference_CI,2025,3934.082881,,
Global,Reference_CI_MIROC,Reference_CI,2030,4127.886456,,
Global,Reference_CI_MIROC,Reference_CI,2035,4267.25234,,
Global,Reference_CI_MIROC,Reference_CI,2040,4383.600716,,
Global,Reference_CI_MIROC,Reference_CI,2045,4508.029308,,
Global,Reference_CI_MIROC,Reference_CI,2050,4613.685738,,
Global,Reference_CI_MIROC,Reference_CI,2055,4683.91073,,
Global,Reference_CI_MIROC,Reference_CI,2060,4724.582033,,
Global,Reference_CI_MIROC,Reference_CI,2065,4741.804339,,
Global,Reference_CI_MIROC,Reference_CI,2070,4742.538257,,
Global,Reference_CI_MIROC,Reference_CI,2075,4755.105584,,
Global,Reference_CI_MIROC,Reference_CI,2080,4737.789743,,
Global,Reference_CI_MIROC,Reference_CI,2085,4739.29509,,
Global,Reference_CI_MIROC,Reference_CI,2090,4737.724591,,
Global,Reference_CI_MIROC,Reference_CI,2095,4720.774238,,
Global,Reference_CI_MIROC,Reference_CI,2100,4713.380344,,
Global,Reference_CI_NorESM,Reference_CI,1990,2377.510837,,
Global,Reference_CI_NorESM,Reference_CI,2005,3108.215747,,
Global,Reference_CI_NorESM,Reference_CI,2010,3391.27359,,
Global,Reference_CI_NorESM,Reference_CI,2015,3613.612491,,
Global,Reference_CI_NorESM,Reference_CI,2020,3675.928216,,
Global,Reference_CI_NorESM,Reference_CI,2025,3936.968293,,
Global,Reference_CI_NorESM,Reference_CI,2030,4124.895157,,
Global,Reference_CI_NorESM,Reference_CI,2035,4273.929473,,
Global,Reference_CI_NorESM,Reference_CI,2040,4402.435384,,
Global,Reference_CI_NorESM,Reference_CI,2045,4523.814936,,
Global,Reference_CI_NorESM,Reference_CI,2050,4626.543521,,
Global,Reference_CI_NorESM,Reference_CI,2055,4682.929579,,
Global,Reference_CI_NorESM,Reference_CI,2060,4730.855173,,
Global,Reference_CI_NorESM,Reference_CI,2065,4787.273437,,
Global,Reference_CI_NorESM,Reference_CI,2070,4832.544838,,
Global,Reference_CI_NorESM,Reference_CI,2075,4870.151602,,
Global,Reference_CI_NorESM,Reference_CI,2080,4907.937931,,
Global,Reference_CI_NorESM,Reference_CI,2085,4918.358522,,
Global,Reference_CI_NorESM,Reference_CI,2090,4927.6363,,
Global,Reference_CI_NorESM,Reference_CI,2095,4901.282817,,
Global,Reference_CI_NorESM,Reference_CI,2100,4773.78571,,
Taiwan,Policy,Policy,1990,7.272418879,,
Taiwan,Policy,Policy,2005,15.13619391,,
Taiwan,Policy,Policy,2010,16.34603418,,
Taiwan,Policy,Policy,2015,17.10675387,,
Taiwan,Policy,Policy,2020,18.13250254,,
Taiwan,Policy,Policy,2025,18.79179711,,
Taiwan,Policy,Policy,2030,19.12972716,,
Taiwan,Policy,Policy,2035,18.51051731,,
Taiwan,Policy,Policy,2040,17.95219029,,
Taiwan,Policy,Policy,2045,17.16060258,,
Taiwan,Policy,Policy,2050,16.65726975,,
Taiwan,Policy,Policy,2055,16.72363983,,
Taiwan,Policy,Policy,2060,17.19280497,,
Taiwan,Policy,Policy,2065,16.80796998,,
Taiwan,Policy,Policy,2070,16.97771948,,
Taiwan,Policy,Policy,2075,17.1019345,,
Taiwan,Policy,Policy,2080,17.11152673,,
Taiwan,Policy,Policy,2085,17.13246196,,
Taiwan,Policy,Policy,2090,17.57381107,,
Taiwan,Policy,Policy,2095,17.62034643,,
Taiwan,Policy,Policy,2100,17.68576456,,
Taiwan,Policy_CI_GFDL,Policy_CI,1990,7.272418879,,
Taiwan,Policy_CI_GFDL,Policy_CI,2005,15.13619391,,
Taiwan,Policy_CI_GFDL,Policy_CI,2010,16.34603418,,
Taiwan,Policy_CI_GFDL,Policy_CI,2015,17.10675387,,
Taiwan,Policy_CI_GFDL,Policy_CI,2020,18.13514017,,
Taiwan,Policy_CI_GFDL,Policy_CI,2025,18.79694243,,
Taiwan,Policy_CI_GFDL,Policy_CI,2030,19.13704088,,
Taiwan,Policy_CI_GFDL,Policy_CI,2035,18.48262836,,
Taiwan,Policy_CI_GFDL,Policy_CI,2040,17.92407002,,
Taiwan,Policy_CI_GFDL,Policy_CI,2045,17.14565472,,
Taiwan,Policy_CI_GFDL,Policy_CI,2050,16.66397986,,
Taiwan,Policy_CI_GFDL,Policy_CI,2055,16.73568283,,
Taiwan,Policy_CI_GFDL,Policy_CI,2060,17.20146792,,
Taiwan,Policy_CI_GFDL,Policy_CI,2065,16.81679468,,
Taiwan,Policy_CI_GFDL,Policy_CI,2070,16.98140308,,
Taiwan,Policy_CI_GFDL,Policy_CI,2075,17.10412735,,
Taiwan,Policy_CI_GFDL,Policy_CI,2080,17.11160849,,
Taiwan,Policy_CI_GFDL,Policy_CI,2085,17.13300819,,
Taiwan,Policy_CI_GFDL,Policy_CI,2090,17.64000264,,
Taiwan,Policy_CI_GFDL,Policy_CI,2095,17.62161717,,
Taiwan,Policy_CI_GFDL,Policy_CI,2100,17.69517376,,
Taiwan,Policy_CI_HadGEM,Policy_CI,1990,7.272418879,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2005,15.13619391,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2010,16.34603418,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2015,17.10675387,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2020,18.1311602,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2025,18.79065407,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2030,19.12590289,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2035,18.46548881,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2040,17.90686086,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2045,17.13593128,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2050,16.66017171,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2055,16.72810948,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2060,17.19679227,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2065,16.81536232,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2070,16.98316437,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2075,17.10281755,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2080,17.1085117,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2085,17.12837762,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2090,17.51154696,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2095,17.61180763,,
Taiwan,Policy_CI_HadGEM,Policy_CI,2100,17.67907556,,
Taiwan,Policy_CI_IPSL,Policy_CI,1990,7.272418879,,
Taiwan,Policy_CI_IPSL,Policy_CI,2005,15.13619391,,
Taiwan,Policy_CI_IPSL,Policy_CI,2010,16.34603418,,
Taiwan,Policy_CI_IPSL,Policy_CI,2015,17.10675387,,
Taiwan,Policy_CI_IPSL,Policy_CI,2020,18.13036677,,
Taiwan,Policy_CI_IPSL,Policy_CI,2025,18.78929478,,
Taiwan,Policy_CI_IPSL,Policy_CI,2030,19.12557582,,
Taiwan,Policy_CI_IPSL,Policy_CI,2035,18.46872884,,
Taiwan,Policy_CI_IPSL,Policy_CI,2040,17.9084133,,
